property_id,property_name,address,city,state,zip_code,market,submarket,property_type,building_class,total_sqft,rentable_sqft,num_floors,year_built,building_age,last_renovated,parking_spaces,parking_ratio,property_value,value_per_sqft,noi_annual,noi_per_sqft,cap_rate,base_rent_psf,effective_rent_psf,potential_rental_income,effective_rental_income,occupancy_rate,occupied_sqft,vacant_sqft,market_vacancy_rate,opex_total_annual,opex_per_sqft,property_tax_annual,insurance_annual,utilities_annual,maintenance_annual,management_fee_annual,cam_annual,num_tenants,walt_years,walt_months,lease_expiry_next_12mo_sqft,avg_tenant_size_sqft,largest_tenant_sqft,tenant_concentration_risk,loan_amount,loan_to_value,debt_service_coverage_ratio,debt_yield,leed_certified,leed_level,energy_star_score,energy_star_certified,annual_energy_use_kbtu,energy_cost_annual,energy_cost_psf,water_usage_gallons,water_cost_annual,waste_diversion_rate,ghg_emissions_mtco2e,market_tier,market_rent_growth_yoy,market_cap_rate,market_absorption_sf,maintenance_risk_score,tenant_risk_score,market_risk_score,esg_risk_score,management_company,acquisition_date,last_appraisal_date,last_inspection_date
CBRE_00042,Office at Austin - 042,7028 Business Way,Austin,TX,53108,Austin,Austin_Zone_4,Office,A,105469,97032,13,2015,9,,210,2.99,52301002.5,495.89,3556468.17,33.72,0.068,57.57,51.81,6071571.0,4810723.31,0.809,85272,20197,0.218,1254255.14,11.89,347099.85,40640.64,173945.84,229294.35,196356.05,266918.41,16,1.86,22.3,31641,5330,21874,0.506,30959046.93,0.604,1.85,0.109,False,,68,False,6425671,213265,2.83,1816194,22308,0.4,531.49,1,0.049,0.068,69787,0.16,0.29,0.49,0.47,CBRE,2018-12-17,2023-03-06,2023-01-13
CBRE_00043,Office at Austin - 043,9751 Main Way,Austin,TX,40620,Austin,Austin_Zone_2,Office,A,74617,68648,37,1991,33,2016.0,222,1.98,36141333.11,484.36,2457610.65,32.94,0.068,58.01,52.21,4328598.2,3317634.14,0.782,58357,16260,0.218,860023.49,11.53,208783.39,27953.03,130908.47,171395.13,135413.64,185569.82,9,3.47,41.6,21524,6484,10696,0.389,18761118.35,0.57,1.94,0.09,False,,47,False,4565513,272373,2.99,1178597,35076,0.21,366.21,1,0.052,0.068,70217,0.36,0.21,0.49,0.61,Cushman & Wakefield,2023-03-07,2024-03-24,2023-03-28
CBRE_00044,Multifamily at Austin - 044,8854 Market Plaza,Austin,TX,38138,Austin,Austin_Zone_2,Multifamily,A,91085,83798,13,2011,13,2020.0,182,3.0,42177278.07,463.06,2724652.16,29.91,0.0646,48.49,43.64,4416673.08,3824228.93,0.884,80476,10608,0.153,1099576.77,12.07,191888.96,50487.22,207234.69,131069.06,156090.98,362805.86,91,1.04,12.4,27325,884,28781,0.315,30566936.54,0.696,1.34,0.119,True,Platinum,100,True,4081634,184069,2.51,1267050,22002,0.65,714.04,1,0.041,0.0646,43829,0.2,0.31,0.47,0.12,JLL,2020-02-26,2024-05-02,2024-01-09
CBRE_00045,Retail at Chicago - 045,7131 Market Blvd,Chicago,IL,71332,Chicago,Chicago_Zone_3,Retail,C,58739,54040,2,1981,43,2017.0,174,3.95,3861042.64,65.73,254828.81,4.34,0.066,17.13,15.41,1006000.77,892947.93,0.906,53202,5537,0.075,638119.11,10.86,157058.9,28552.03,138867.86,87708.78,36446.85,189484.69,4,7.28,87.4,8065,13300,19675,0.104,2874929.72,0.687,1.62,0.087,False,,43,False,2316316,155078,3.51,824693,30764,0.37,405.99,1,0.014,0.066,63774,0.89,0.11,0.52,0.57,Colliers,2021-10-19,2023-10-10,2024-07-15
CBRE_00046,Office at San Antonio - 046,6372 Main Way,San Antonio,TX,65147,San Antonio,San Antonio_Zone_5,Office,B,87361,80372,39,2008,16,2015.0,174,3.98,7228720.62,82.75,563840.21,6.45,0.078,24.06,21.65,2101924.83,1777577.81,0.863,75388,11973,0.156,1213737.6,13.89,322804.97,56299.21,283630.5,170741.74,72554.2,307706.98,12,1.92,23.0,26208,6282,18875,0.145,4727556.99,0.547,1.45,0.111,False,,54,False,4909080,175636,3.52,919883,56561,0.27,420.2,2,0.04,0.078,21003,0.35,0.28,0.39,0.56,Newmark,2017-10-11,2023-03-11,2023-07-30
CBRE_00047,Medical Office at Austin - 047,2663 Park St,Austin,TX,46060,Austin,Austin_Zone_3,Medical Office,B,23405,21533,6,2010,14,2022.0,46,2.95,8082562.54,345.33,522133.54,22.31,0.0646,37.08,33.37,867798.87,742685.26,0.873,20440,2966,0.153,220551.72,9.42,56488.15,14780.99,35196.06,35601.23,30313.68,48171.61,1,2.75,33.0,7022,20440,20440,0.05,5667874.75,0.567,1.85,0.1,True,Certified,96,True,1263973,49552,2.67,509616,14619,0.6,167.45,1,0.042,0.0646,74167,0.38,0.53,0.47,0.15,JLL,2017-01-09,2023-12-16,2023-07-02
CBRE_00048,Multifamily at Houston - 048,3571 Business St,Houston,TX,18329,Houston,Houston_Zone_2,Multifamily,A,77521,71319,17,2024,0,,308,1.99,14456419.2,186.48,1030019.87,13.29,0.0712,30.85,27.76,2391302.37,1944587.28,0.83,64326,13195,0.157,914567.41,11.8,253008.36,47914.79,238090.17,77589.01,79370.91,218594.17,77,0.88,10.5,23256,835,20910,0.135,10056542.75,0.514,1.87,0.089,False,,85,True,3095577,226630,2.96,1281243,59103,0.32,529.01,1,0.03,0.0712,64698,0.08,0.34,0.51,0.44,JLL,2017-10-06,2024-10-02,2023-11-09
CBRE_00049,Office at Chicago - 049,2114 Business Blvd,Chicago,IL,19833,Chicago,Chicago_Zone_1,Office,A,63392,58321,33,2022,2,,126,2.98,22232321.76,350.71,1556262.52,24.55,0.07,41.25,37.13,2615002.96,2197988.36,0.858,54370,9022,0.201,641725.83,10.12,180555.42,20431.08,99688.68,89609.64,89713.81,161727.21,5,4.32,51.9,14659,10874,9044,0.188,11890097.85,0.633,1.5,0.094,True,Platinum,100,True,4044177,129551,3.33,1549992,33985,0.41,491.12,1,0.013,0.07,18749,0.13,0.16,0.56,0.2,Cushman & Wakefield,2021-06-19,2023-01-21,2023-03-23
CBRE_00050,Office at Chicago - 050,672 Park Way,Chicago,IL,17521,Chicago,Chicago_Zone_4,Office,B,61774,56832,39,2007,17,2021.0,244,1.97,10919905.34,176.77,764393.37,12.37,0.07,31.65,28.49,1955368.84,1422011.94,0.742,45841,15933,0.201,657618.57,10.65,236320.28,29327.25,106756.76,75788.29,58041.3,151384.68,6,1.95,23.4,18532,7640,15949,0.609,6630103.92,0.535,1.71,0.089,False,,61,False,2850632,230044,2.92,1312027,23125,0.39,441.55,1,0.014,0.07,61031,0.4,0.34,0.56,0.5,JLL,2016-09-02,2024-12-04,2023-08-31
CBRE_00051,Multifamily at San Antonio - 051,5979 Main Plaza,San Antonio,TX,23565,San Antonio,San Antonio_Zone_3,Multifamily,A,73729,67831,6,2015,9,,146,2.97,8762692.08,118.85,649315.48,8.81,0.0741,25.11,22.59,1850978.15,1650949.34,0.91,67103,6626,0.109,1001633.86,13.59,341622.55,54544.04,238967.22,85117.55,67385.69,213996.82,73,1.08,13.0,22119,919,18417,0.13,6080457.99,0.741,1.32,0.101,True,Certified,100,True,2832957,264371,3.16,1439097,50043,0.27,411.69,2,0.039,0.0741,60108,0.19,0.3,0.39,0.24,Cushman & Wakefield,2022-02-14,2024-04-12,2024-03-29
CBRE_00052,Multifamily at Dallas - 052,5208 Business Plaza,Dallas,TX,62756,Dallas,Dallas_Zone_5,Multifamily,B,84957,78160,10,2021,3,,252,2.97,11006498.53,129.55,752844.5,8.86,0.0684,23.86,21.47,2026673.71,1774922.78,0.894,75922,9035,0.134,1022078.28,12.03,282138.81,51623.88,141616.78,167796.43,72445.83,306456.55,84,0.67,8.1,25487,904,29985,0.177,5584048.41,0.706,1.33,0.095,True,Silver,100,True,4243936,227147,2.59,2019687,22637,0.84,597.95,1,0.045,0.0684,34553,0.32,0.33,0.49,0.05,CBRE,2018-10-19,2024-04-01,2024-12-25
CBRE_00053,Industrial at Austin - 053,9015 Main Ave,Austin,TX,37516,Austin,Austin_Zone_2,Industrial,C,122791,112968,2,2013,11,2019.0,488,3.97,-3582898.48,-29.18,-197059.42,-1.6,0.055,9.47,8.52,1162644.33,1069215.2,0.938,115228,7563,0.081,1266274.62,10.31,333945.6,45553.8,269635.02,144017.9,43641.44,429480.86,3,2.49,29.9,36837,38409,22322,0.36,-2367294.39,0.674,1.59,0.092,True,Platinum,84,True,3803705,253733,2.61,2430951,93688,0.4,919.07,1,0.049,0.055,40502,0.57,0.3,0.44,0.25,CBRE,2017-04-24,2023-07-26,2023-07-29
CBRE_00054,Multifamily at San Antonio - 054,7889 Main Way,San Antonio,TX,25282,San Antonio,San Antonio_Zone_3,Multifamily,C,48173,44319,16,2019,5,,144,3.99,207983.07,4.32,15411.55,0.32,0.0741,14.6,13.14,703403.02,619461.32,0.899,43290,4883,0.109,604049.78,12.54,237513.55,17118.87,112970.99,43528.48,25284.14,167633.75,48,1.01,12.1,14452,902,15205,0.058,149371.04,0.528,1.75,0.102,True,Gold,85,True,1696748,119652,2.02,820464,18342,0.67,307.99,2,0.027,0.0741,39465,0.41,0.31,0.39,0.16,Cushman & Wakefield,2021-03-19,2023-02-10,2024-12-08
CBRE_00055,Office at San Antonio - 055,7951 Commerce Way,San Antonio,TX,26288,San Antonio,San Antonio_Zone_5,Office,C,66072,60787,24,2020,4,,132,2.0,2275254.93,34.44,177469.88,2.69,0.078,16.3,14.67,1077032.52,932430.47,0.883,58369,7703,0.156,754960.59,11.43,179619.95,46071.6,103690.16,123833.65,38058.39,263686.85,9,4.73,56.7,13978,6485,22029,0.359,1431958.06,0.608,1.42,0.097,False,,59,False,4032094,211686,3.79,1100152,37282,0.18,431.14,2,0.033,0.078,29712,0.44,0.09,0.39,0.58,JLL,2022-01-31,2024-02-10,2023-03-17
CBRE_00056,Retail at New York - 056,9936 Business Blvd,New York,NY,78336,New York,New York_Zone_3,Retail,B,60657,55805,2,1991,33,2003.0,180,3.96,67913846.02,1119.63,3531519.99,58.22,0.052,84.31,75.88,5113957.68,4287420.47,0.855,51892,8766,0.112,755900.48,12.46,170257.86,30540.15,199135.84,54830.86,174996.75,126139.01,5,5.05,60.6,12006,10378,13589,0.228,34797303.43,0.708,1.87,0.091,False,,44,False,2868292,174516,2.44,967604,13747,0.39,310.04,1,0.026,0.052,97274,0.53,0.11,0.52,0.56,CBRE,2017-05-05,2024-07-24,2023-07-02
CBRE_00057,Mixed Use at Dallas - 057,8465 Business Plaza,Dallas,TX,89190,Dallas,Dallas_Zone_5,Mixed Use,B,96031,88349,5,1998,26,2017.0,384,2.0,9556808.64,99.52,653685.71,6.81,0.0684,24.37,21.94,2340493.09,1914708.66,0.835,80164,15867,0.134,1261022.95,13.13,385356.32,41205.65,273613.28,152651.07,78151.37,330045.25,6,3.87,46.4,24822,13361,24125,0.143,5660146.6,0.53,1.51,0.11,False,,49,False,3977622,207462,2.71,2316835,57728,0.1,644.82,1,0.032,0.0684,48028,0.54,0.19,0.49,0.64,Newmark,2023-09-25,2024-12-13,2024-01-12
CBRE_00058,Office at Austin - 058,7164 Main Plaza,Austin,TX,82982,Austin,Austin_Zone_1,Office,A,75471,69434,8,1981,43,2023.0,150,2.98,43712349.31,579.19,2972439.75,39.39,0.068,62.28,56.06,4700718.88,3863685.2,0.839,63298,12173,0.218,891245.44,11.81,271840.04,28005.0,114973.89,123248.41,157701.44,195476.66,5,3.09,37.1,22641,12660,22975,0.27,28306866.62,0.557,1.48,0.098,False,,61,False,4282529,265561,2.2,1761860,15652,0.16,413.6,1,0.03,0.068,33900,0.51,0.25,0.49,0.58,JLL,2020-04-27,2024-11-09,2023-10-17
CBRE_00059,Office at New York - 059,1154 Commerce St,New York,NY,58515,New York,New York_Zone_1,Office,B,50890,46819,31,2004,20,2021.0,150,1.97,43038941.12,845.73,2367141.76,46.51,0.055,69.87,62.88,3555488.5,3072258.93,0.882,44871,6019,0.168,705117.17,13.86,160691.12,35412.25,136994.46,58619.55,125398.32,188001.46,4,3.43,41.2,14838,11218,9294,0.232,23766792.67,0.731,1.5,0.096,True,Silver,85,True,2589814,116748,2.98,608171,35688,0.38,278.96,1,0.02,0.055,-2476,0.54,0.23,0.54,0.26,Cushman & Wakefield,2021-02-26,2024-01-04,2023-03-18
CBRE_00060,Retail at New York - 060,440 Market Way,New York,NY,53949,New York,New York_Zone_4,Retail,A,20587,18940,1,1998,26,2023.0,80,3.89,30217232.05,1467.81,1571296.07,76.33,0.052,105.21,94.69,2165892.05,1878939.64,0.885,18224,2363,0.112,307643.57,14.94,50693.16,11875.5,53183.62,39702.64,76691.41,75497.23,1,4.32,51.8,4771,18224,18224,0.127,16245701.73,0.704,1.33,0.111,False,,73,False,1080877,53545,2.65,450596,9817,0.15,142.53,1,0.017,0.052,26340,0.41,0.42,0.52,0.54,Newmark,2022-04-14,2023-06-13,2024-10-20
CBRE_00061,Office at New York - 061,7063 Park Plaza,New York,NY,88405,New York,New York_Zone_2,Office,B,32786,30163,14,1973,51,2013.0,96,3.9,29972939.89,914.2,1648511.69,50.28,0.055,77.85,70.06,2552302.18,2068609.59,0.827,27115,5671,0.168,420097.9,12.81,71251.17,20995.39,79786.69,34480.71,84433.04,129150.89,5,4.77,57.3,6869,5423,5445,0.108,19312157.36,0.716,1.98,0.096,False,,50,False,2039463,115703,3.15,798033,10501,0.13,145.47,1,0.027,0.055,73316,0.87,0.14,0.54,0.62,CBRE,2021-01-03,2024-07-28,2023-11-19
CBRE_00062,Industrial at New York - 062,7637 Main Ave,New York,NY,20503,New York,New York_Zone_2,Industrial,B,111822,102876,2,1988,36,2009.0,444,2.98,10161234.26,90.87,487739.24,4.36,0.048,19.26,17.34,2154108.41,2008393.58,0.951,106385,5436,0.042,1520654.33,13.6,535377.31,35254.59,362760.73,140178.41,81975.25,365108.04,3,2.51,30.1,33547,35462,16339,0.322,6994556.54,0.692,1.71,0.111,False,,49,False,4455305,360872,2.18,1936129,27574,0.4,629.58,1,0.021,0.048,46179,0.52,0.29,0.5,0.54,Cushman & Wakefield,2015-07-07,2024-11-15,2023-10-17
CBRE_00063,Office at Austin - 063,5786 Market Blvd,Austin,TX,68394,Austin,Austin_Zone_5,Office,A,61289,56386,18,2012,12,2023.0,122,3.98,21259376.6,346.87,1445637.61,23.59,0.068,49.12,44.21,3010614.32,2175203.56,0.737,45186,16103,0.218,729565.95,11.9,167116.35,33042.74,109731.41,126571.92,88783.82,204319.71,5,1.81,21.7,18387,9037,9331,0.413,14072737.06,0.531,1.91,0.1,False,,78,True,3302601,194392,3.25,678876,37360,0.15,304.47,1,0.047,0.068,55548,0.25,0.37,0.49,0.52,Cushman & Wakefield,2021-09-21,2023-01-22,2023-01-30
CBRE_00064,Retail at San Antonio - 064,6452 Commerce Ave,San Antonio,TX,37990,San Antonio,San Antonio_Zone_2,Retail,A,30224,27806,3,1984,40,1996.0,60,2.98,5644585.76,186.76,406410.17,13.45,0.072,27.17,24.45,821133.68,748970.7,0.931,28130,2094,0.058,342560.53,11.33,125887.7,13170.79,69662.96,31393.92,30570.23,71874.92,4,6.55,78.6,4617,7033,5955,0.094,3203857.4,0.711,1.42,0.112,False,,62,False,1678153,86671,3.82,473300,23528,0.18,131.69,2,0.034,0.072,1224,0.53,0.11,0.36,0.57,Cushman & Wakefield,2022-05-03,2023-06-24,2023-01-23
CBRE_00065,Industrial at Miami - 065,8035 Main St,Miami,FL,15355,Miami,Miami_Zone_1,Industrial,C,114629,105459,1,2023,1,,456,1.99,-5457256.2,-47.61,-283777.32,-2.48,0.052,9.7,8.73,1112450.14,1027873.39,0.943,108075,6553,0.045,1311650.72,11.44,470851.86,51471.34,196098.97,174340.72,41954.02,376933.81,3,0.97,11.7,34389,36025,21237,0.017,-3915258.22,0.683,1.7,0.112,True,Platinum,94,True,4419666,237497,2.79,2746749,31573,0.32,796.49,1,0.049,0.052,52766,0.4,0.4,0.44,0.25,Cushman & Wakefield,2017-12-24,2023-12-22,2024-06-16
CBRE_00066,Industrial at Dallas - 066,2164 Market Blvd,Dallas,TX,46021,Dallas,Dallas_Zone_4,Industrial,B,106403,97891,1,2018,6,,212,3.98,-4564754.53,-42.9,-264755.76,-2.49,0.058,8.95,8.05,952096.52,862193.78,0.924,98323,8081,0.074,1126949.54,10.59,244685.35,68526.17,211080.74,176270.26,35191.58,391195.44,1,2.6,31.2,31921,98323,98323,0.542,-2533216.63,0.533,1.88,0.103,True,Silver,82,True,3093082,294223,2.74,1354099,49084,0.49,566.96,1,0.032,0.058,33068,0.33,0.52,0.46,0.23,Colliers,2020-08-21,2024-06-11,2024-12-20
CBRE_00067,Industrial at Chicago - 067,5323 Market Plaza,Chicago,IL,34968,Chicago,Chicago_Zone_5,Industrial,B,149250,137310,1,2020,4,,447,3.99,-11589455.21,-77.65,-649009.49,-4.35,0.056,6.84,6.16,1021224.43,941117.92,0.94,140349,8900,0.058,1590127.41,10.65,670025.81,90008.6,310781.27,136929.23,38412.98,343969.52,4,3.13,37.6,44775,35087,54833,0.294,-6202684.97,0.656,1.81,0.103,True,Certified,100,True,4486074,540620,3.27,2361504,90218,0.28,752.16,1,0.016,0.056,45320,0.29,0.23,0.51,0.24,Cushman & Wakefield,2022-02-19,2023-06-08,2024-05-03
CBRE_00068,Multifamily at Houston - 068,2745 Business Ave,Houston,TX,98509,Houston,Houston_Zone_2,Multifamily,B,108991,100271,20,1970,54,1988.0,324,2.97,11470843.25,105.25,817297.58,7.5,0.0712,21.82,19.64,2378702.14,1977083.09,0.848,92438,16553,0.157,1159785.5,10.64,261885.65,84900.21,278942.15,126256.41,80697.27,327103.82,108,0.77,9.3,32697,856,23868,0.093,8549198.05,0.698,1.88,0.09,False,,39,False,5421040,260908,3.9,2716299,68341,0.29,863.71,1,0.029,0.0712,41524,0.78,0.34,0.51,0.61,CBRE,2021-06-16,2023-06-03,2024-01-25
CBRE_00069,Office at New York - 069,6073 Main Blvd,New York,NY,65388,New York,New York_Zone_4,Office,C,34566,31801,36,2013,11,2018.0,68,2.95,16053049.91,464.42,882917.75,25.54,0.055,52.67,47.4,1820433.4,1402864.29,0.786,27181,7385,0.168,519946.54,15.04,169413.07,17158.42,110902.83,74649.73,57259.77,90562.72,7,2.0,24.0,10370,3883,9407,0.144,11269559.22,0.544,1.59,0.112,True,Silver,89,True,1713919,86125,2.81,809522,6922,0.59,262.89,1,0.017,0.055,54664,0.61,0.32,0.54,0.17,JLL,2022-02-06,2024-05-13,2023-05-09
CBRE_00070,Office at Austin - 070,8445 Park Way,Austin,TX,40099,Austin,Austin_Zone_4,Office,C,41397,38085,32,2021,3,,164,2.97,9789966.61,236.49,665717.73,16.08,0.068,36.4,32.76,1506850.43,1139893.35,0.772,31955,9442,0.218,474175.62,11.45,127145.66,28720.28,82877.19,76423.71,46526.26,112482.52,1,3.44,41.3,12038,31955,31955,0.276,5257647.55,0.67,1.34,0.097,True,Silver,97,True,2476440,129434,2.86,616614,29135,0.79,189.4,1,0.04,0.068,78405,0.49,0.51,0.49,0.08,JLL,2015-03-25,2024-02-03,2024-09-19
CBRE_00071,Office at Houston - 071,8220 Market Way,Houston,TX,37056,Houston,Houston_Zone_5,Office,B,61632,56702,21,2008,16,2020.0,244,1.98,4434542.2,71.95,332590.66,5.4,0.075,22.57,20.31,1391090.7,1032970.5,0.758,46700,14932,0.224,700379.83,11.36,190631.98,27587.82,200858.62,104158.49,42162.06,134980.86,4,3.96,47.5,15581,11675,7444,0.374,3296060.14,0.557,1.41,0.092,False,,48,False,3024236,123446,3.46,1510152,20621,0.15,409.99,1,0.032,0.075,-1167,0.47,0.23,0.54,0.62,CBRE,2020-01-24,2023-11-02,2024-06-25
CBRE_00072,Industrial at Houston - 072,8812 Commerce Way,Houston,TX,84704,Houston,Houston_Zone_3,Industrial,B,101424,93310,2,1995,29,2009.0,303,1.99,-2898468.41,-28.58,-173908.1,-1.71,0.06,8.91,8.02,903832.33,828094.67,0.935,94821,6602,0.069,1002002.78,9.88,269936.0,69094.12,262174.72,86928.49,33799.78,280069.67,1,1.89,22.7,30427,94821,94821,0.319,-1855086.23,0.695,1.75,0.087,False,,46,False,4220639,293888,2.32,1288380,26263,0.33,731.68,1,0.022,0.06,59830,0.46,0.56,0.49,0.57,JLL,2016-05-23,2024-09-29,2023-11-09
CBRE_00073,Industrial at New York - 073,2635 Main Way,New York,NY,14173,New York,New York_Zone_2,Industrial,C,97668,89854,2,2011,13,2016.0,291,2.98,-375358.72,-3.84,-18017.22,-0.18,0.048,12.11,10.9,1182970.71,1121754.67,0.968,94504,3164,0.042,1139771.89,11.67,419401.47,62070.67,231536.33,124700.0,45785.9,256277.53,3,2.13,25.6,29300,31501,24516,0.082,-278425.64,0.513,1.58,0.109,True,Certified,80,True,3914234,230351,3.6,1786406,42772,0.75,442.13,1,0.027,0.048,61504,0.46,0.31,0.5,0.15,Colliers,2016-03-27,2024-03-03,2023-05-31
CBRE_00074,Industrial at San Antonio - 074,8808 Business Blvd,San Antonio,TX,20808,San Antonio,San Antonio_Zone_4,Industrial,C,88719,81622,2,2009,15,2018.0,264,3.97,-10126020.75,-114.14,-627813.29,-7.08,0.062,5.36,4.83,475800.23,429923.21,0.922,81801,6918,0.065,1057736.49,11.92,418599.63,27154.98,252675.38,66932.1,17547.89,274826.52,1,1.55,18.6,26616,81801,81801,0.287,-5245559.98,0.551,1.47,0.119,True,Gold,76,True,3458984,307587,2.23,1926529,59545,0.81,568.19,2,0.04,0.062,37715,0.51,0.59,0.36,0.14,JLL,2022-11-18,2024-12-14,2023-12-27
CBRE_00075,Medical Office at San Antonio - 075,8499 Market Way,San Antonio,TX,81291,San Antonio,San Antonio_Zone_2,Medical Office,A,20075,18469,7,2006,18,2016.0,60,2.99,3915592.83,195.05,290145.43,14.45,0.0741,28.55,25.69,573077.53,498245.44,0.887,17810,2265,0.109,208100.02,10.37,51582.34,11866.33,38321.32,42870.1,20336.55,43123.39,2,5.25,63.0,3826,8905,5359,0.235,2568285.09,0.662,1.38,0.081,True,Gold,81,True,1547611,50224,3.35,413540,11363,0.54,105.43,2,0.027,0.0741,70353,0.33,0.2,0.39,0.22,Cushman & Wakefield,2018-03-23,2023-09-23,2023-03-20
CBRE_00076,Office at Austin - 076,7171 Commerce Blvd,Austin,TX,34351,Austin,Austin_Zone_1,Office,C,81787,75244,23,1987,37,2001.0,243,3.96,15537476.99,189.97,1056548.44,12.92,0.068,32.9,29.61,2691211.1,1993049.37,0.756,61806,19981,0.218,936500.93,11.45,330448.48,41227.04,125199.29,153301.38,81348.95,204975.79,7,2.66,32.0,24536,8829,15970,0.308,8773670.04,0.609,1.76,0.08,False,,37,False,4659263,263894,3.28,1114789,51398,0.29,357.05,1,0.034,0.068,53793,0.89,0.28,0.49,0.61,Newmark,2019-02-12,2024-03-11,2023-02-16
CBRE_00077,Office at Chicago - 077,969 Park Blvd,Chicago,IL,11014,Chicago,Chicago_Zone_3,Office,B,68842,63335,5,1988,36,2006.0,272,2.96,12750659.37,185.22,892546.16,12.97,0.07,32.93,29.64,2267121.4,1749799.2,0.788,54218,14624,0.201,857253.05,12.45,214553.86,32116.11,225109.26,108421.48,71420.38,205631.96,9,2.19,26.2,20653,6024,13163,0.223,7549821.35,0.724,1.72,0.111,False,,48,False,3717179,224460,2.5,1416905,31431,0.22,397.23,1,0.02,0.07,39009,0.6,0.3,0.56,0.6,CBRE,2023-12-01,2023-07-24,2023-08-02
CBRE_00078,Retail at Austin - 078,902 Commerce Ave,Austin,TX,22356,Austin,Austin_Zone_1,Retail,A,62192,57216,2,1973,51,1981.0,248,2.99,17991247.03,289.29,1169431.06,18.8,0.065,33.23,29.91,2066851.06,1941062.46,0.958,59599,2593,0.048,771631.4,12.41,257404.22,19014.9,144132.79,133552.84,79227.04,138299.62,9,5.13,61.6,12123,6622,16919,0.306,10380031.22,0.728,1.96,0.093,False,,59,False,2811376,187276,3.88,1439415,16266,0.31,346.47,1,0.043,0.065,40664,0.6,0.05,0.43,0.53,Newmark,2016-10-23,2024-02-29,2024-09-21
CBRE_00079,Multifamily at New York - 079,4857 Main St,New York,NY,88581,New York,New York_Zone_1,Multifamily,C,79704,73328,24,1993,31,2014.0,237,3.96,36422948.36,456.98,1903099.05,23.88,0.0522,42.97,38.67,3424685.68,2982557.97,0.889,70831,8873,0.118,1079458.92,13.54,332030.96,39246.51,197567.13,111406.68,121737.06,277470.58,79,0.96,11.5,23911,897,23594,0.412,20140928.25,0.578,1.29,0.09,False,,29,False,3036388,212918,3.5,1480800,63106,0.32,451.04,1,0.025,0.0522,57623,0.68,0.31,0.53,0.63,Newmark,2017-09-28,2024-03-24,2023-12-20
CBRE_00080,Industrial at Chicago - 080,3800 Commerce Blvd,Chicago,IL,40698,Chicago,Chicago_Zone_2,Industrial,C,151643,139511,2,1972,52,1992.0,302,2.99,-17678007.22,-116.58,-989968.4,-6.53,0.056,5.53,4.97,837974.94,767965.67,0.935,141810,9833,0.058,1757934.08,11.59,528795.27,116243.84,360635.53,262259.73,31345.54,458654.15,7,1.13,13.6,45493,20259,46919,0.437,-10982880.34,0.583,1.82,0.098,False,,27,False,4635446,562587,3.77,2577116,37216,0.27,841.82,1,0.021,0.056,49144,0.74,0.33,0.51,0.65,Colliers,2022-01-25,2024-06-01,2024-12-16
CBRE_00081,Office at Austin - 081,5726 Business Plaza,Austin,TX,34123,Austin,Austin_Zone_4,Office,B,76451,70335,17,1976,48,1991.0,228,3.98,26253986.07,343.41,1785271.05,23.35,0.068,44.65,40.19,3413684.42,2802474.02,0.838,64043,12407,0.218,1017202.97,13.31,239015.58,53661.21,180954.25,190803.3,114386.69,238381.94,5,2.47,29.6,22935,12809,20954,0.082,13161868.01,0.701,1.81,0.102,False,,42,False,3475611,270102,3.17,1661225,49773,0.12,551.36,1,0.042,0.068,27246,0.62,0.29,0.49,0.65,JLL,2021-12-07,2023-07-30,2024-12-04
CBRE_00082,Multifamily at New York - 082,6510 Business St,New York,NY,42821,New York,New York_Zone_3,Multifamily,B,58056,53411,8,2015,9,,116,2.0,44815319.56,771.93,2341600.45,40.33,0.0522,65.1,58.59,3779625.9,3200822.1,0.864,50169,7887,0.118,859221.66,14.8,220117.11,36404.93,190322.22,92191.59,130645.8,189540.02,58,0.5,6.0,17417,865,10221,0.459,23270037.27,0.674,1.48,0.113,True,Silver,89,True,2593927,208565,2.54,1183493,20809,0.5,450.3,1,0.024,0.0522,68046,0.32,0.35,0.53,0.2,Cushman & Wakefield,2022-06-25,2023-06-05,2024-01-13
CBRE_00083,Industrial at Chicago - 083,2203 Commerce Plaza,Chicago,IL,75901,Chicago,Chicago_Zone_3,Industrial,B,144561,132996,2,2015,9,,576,1.99,-12653828.53,-87.53,-708614.4,-4.9,0.056,5.89,5.3,851617.49,798133.97,0.956,138247,6314,0.058,1506748.37,10.42,592244.33,69992.63,341842.37,105920.81,32576.9,364171.33,2,0.95,11.4,43368,69124,35821,0.32,-8562965.52,0.742,1.85,0.116,True,Gold,93,True,5937121,520809,3.35,1458011,69316,0.65,908.52,1,0.016,0.056,42346,0.32,0.45,0.51,0.14,CBRE,2022-10-21,2024-04-03,2024-11-29
CBRE_00084,Mixed Use at New York - 084,672 Commerce Way,New York,NY,49850,New York,New York_Zone_1,Mixed Use,B,73889,67978,27,2018,6,,292,3.95,51278507.06,693.99,2679301.99,36.26,0.0522,60.08,54.07,4439250.49,3819390.34,0.878,64869,9020,0.118,1140088.35,15.43,286235.44,54102.97,197570.58,152106.14,155893.48,294179.74,12,3.45,41.3,21447,5406,24783,0.191,38402872.75,0.745,1.7,0.112,False,,65,False,4012336,235435,2.11,1242926,44694,0.3,495.81,1,0.02,0.0522,89252,0.33,0.17,0.53,0.52,Cushman & Wakefield,2017-09-27,2023-07-01,2024-04-02
